,Adults SCL,Adults SCL,Adults SCL,Adults SCL,Adults OK,Adults OK,Adults OK,Adults OK,Adults NW,Adults NW,Adults NW,Adults NW,Children SCL,Children SCL,Children SCL,Children SCL,Children OK,Children OK,Children OK,Children OK,Children NW,Children NW,Children NW,Children NW
Protein Grouping Ambiguity,L06,L28,L11,L35,L26,L15,L20,L21,L36,L07,L24,L31,L48,L42,L25,L47,L22,L44,L16,L17,L12,L18,L23,L32
TRUE,2.7171,0,2.6504,4.6504,0,0,1.4343,0,0,0,1.7171,0.71715,1.7171,2.6504,0,0,0,0,0,0,0,0,0,0
,4,0,4,4,0,0,3,2,0,0,0,3,0,6,0,0,5,0,0,0,0,4,0,0
TRUE,0,0,0,0,0,0,0,0,0,0,0,0,1.2534,0,0,0,0,0,0,0,0,0,0,0
,2,2,2,1,3,0,2,2,2,1,0,0,1,2,2,2,2,0,2,1,0,0,2,2
,2,0,3,4,1,0,3,0,3,0,1,3,2,5,0,0,2,0,0,0,0,1,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
TRUE,0,0,0,1,0,0,0,0,0,0,0,0,0,2.6731,0,0,0,0,0,0,0,0,0,0
TRUE,0,0,0,0,0,0,2.0577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRUE,0,0,0,3.5017,0,0,0,0,0,0,0,3.0022,0,6.0045,0,0,0,0,0,0,0,0,0,0
TRUE,0,0,1.4,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0
,2,0,2,2,1,0,3,0,0,1,1,2,1,3,1,1,0,1,1,1,1,2,2,1
,0,1,3,3,1,0,7,2,2,1,0,1,0,1,1,1,1,1,1,1,0,2,1,1
,0,0,1,0,4,0,0,0,2,2,0,0,1,0,2,3,3,1,1,0,1,1,1,1
,0,0,3,2,1,0,2,0,2,0,0,2,3,3,0,1,0,0,0,0,0,1,3,0
TRUE,0,0,2.9892,5.3153,0,0,0,0,2.6522,0,0,3.3153,0,2.6522,0,0,0,0,0,0,0,0,0,0
,0,0,4,6,0,0,3,0,2,0,0,6,1,5,0,0,0,0,0,0,0,0,0,0
TRUE,2,0,0,2,2,2.1445,0,0,0,1,0,1,4,1,0,4,2,1,0,0,0,0,3,1
TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
,0,0,2,4,7,0,0,0,2,0,0,3,3,4,0,1,0,0,0,1,0,5,0,0
TRUE,0,0,4.2133,2.91,1.3033,0,3.6067,1.3033,0,0,0,2,0,2.6067,0,1,0,0,0,0,0,0,0,0
TRUE,0,0,3.4983,0,0,0,0,0,0,0,0,0,0,4.9955,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,5,1,0,0,2,0,4,0,0,5,1,5,0,0,0,0,0,0,0,0,2,0
TRUE,3,0,4.9712,6.9466,0,0,0,0,0,0,0,2.9712,1,8.963,0,0,1,0,0,0,0,0,0,0
TRUE,0,0,5.9785,12.94,0,0,2,0,0,0,0,2,0.97846,6,0,0,0,0,0,0,0,0,0,0
TRUE,0,0,6.8387,6.8387,0,0,8.8331,0,0,0,0,0.97695,2.9309,1.9539,0,0,0,0,0,0,0,0,0,0
,1,1,3,0,4,0,0,0,0,0,0,1,1,0,2,1,0,0,2,1,0,0,2,0
,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRUE,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
TRUE,1,1,2,1,2,1,2,1,0,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1
TRUE,1.9605,0,4.9011,2.9407,0,0,1.9605,1.9605,0,0,0,1.9605,0,5.9011,0,0,0,0,0,0,0,0,0,0
TRUE,0,0,0,0,0,0,1.3369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,2,1,2,1,2,0,2,0,0,0,1,2,2,3,1,1,1,1,1,1,0,1,3,1
,0,0,1,0,0,0,0,1,0,2,2,0,1,3,1,4,0,0,0,0,2,0,0,0
,1,1,4,3,2,0,0,0,0,0,0,3,2,3,0,1,0,0,0,0,0,0,0,0
TRUE,0,0,0,1,0,0,0,0,1,0,0,0,2.9438,2,0,0,1.9438,0,0,0,0,1,0,0
TRUE,0,0,0,0,0,0,0,1.5,0,0,0,0,1,1,1,1.5,0,1.5,0,0,4,0,0,0
,0,0,3,5,1,0,2,0,3,0,0,4,0,5,0,0,0,0,0,0,0,0,3,0
,5,0,1,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,7,0,0,2,0,0
TRUE,0,0,1,1,0,0,0,0,0,0,1.8712,0,0,0,0,0,1.7423,0,1.8712,1.8712,0,0,1.8712,0
,3,0,2,0,0,0,3,3,3,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0
TRUE,1.981,0,2.962,1.981,0,0,1.981,1.981,0,0,0,0,6.9049,2.962,0,1,1.981,0,0,0,0,2.962,1,0
TRUE,0,0,0,2.7488,0,0,1.464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,3,4,0,0,6,1,3,0,0,3,1,3,0,0,0,0,0,0,0,0,1,0
TRUE,0,0,3.9834,1.9917,0,0,1.9917,0,0,0,0,4.9834,4.9834,4.9834,0,0,0,0,0,0,0,3.9834,0,0
TRUE,1,0,3.964,4.9281,0,0,0,0,1.482,0,0,0,0,1.482,0,0,0,0,0,0,0,0,0,0
TRUE,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
TRUE,0,0,0,1.5361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,2,2,2,2,3,0,2,0,2,0,1,1,1,1,0,0,0,2,1,0,0,0,2,1
,3,1,1,2,3,0,3,2,2,0,0,2,2,2,0,0,2,0,0,2,0,0,1,0
,1,1,4,3,0,0,4,3,2,1,1,1,1,3,0,0,1,0,0,0,0,0,2,0
TRUE,0,0,0,2.7523,0,0,0,0,1.7523,0,0,0,0,2.5942,0,0,0,0,0,0,0,0,0,0
,1,0,2,3,5,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0
TRUE,0,0,4.8605,2.9302,0,0,0,2.9302,0,0,0,0.96512,0,3.8953,0,0,0,0,0,0,0,0,1.9302,0
TRUE,0,0,9.7821,4.8546,0,0,2.9309,0,0,0,0,0,1,7.8138,0,0,0,0,0,0,0,0,0,0
TRUE,0,0,0,0,0,0,0,0,0,0,0,0,1.8673,0,0,0,0,0,0,0,0,1.1644,0,0
TRUE,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1,1,1,0,4,0,0,0,0,2,1,1,0,0,1,0,0,1,1,0,1,1,1,0
,0,0,2,2,2,0,0,0,0,1,0,1,2,1,0,0,1,1,0,3,0,2,2,2
,2,0,1,2,1,0,1,0,1,0,1,3,2,3,0,1,0,0,0,0,0,0,1,0
TRUE,0,0,5,0,4,0,2.9605,0,0,0,0,4,3,1,0,0,0,0,0,0,0,0,1,0
,0,0,4,3,1,0,2,0,3,0,0,2,2,2,0,0,0,0,0,0,0,1,0,0
TRUE,2.9362,1,5.9044,3.9681,0,0,3,0,0,0,0,2.9681,2,2.9362,0,0,0,0,0,0,0,1,1,0
TRUE,0,0,3,3.9558,0,0,3,0,0,0,0,3,2,4,0,0,2,0,0,0,0,2,0,0
TRUE,0,0,4.7383,4.7383,0,0,2.7411,0,2.8692,0,0,1,0,2.8814,0,0,0,0,0,0,0,0,1.9877,0
,1,1,1,1,2,0,3,0,1,0,1,3,2,2,0,1,1,1,0,0,0,0,0,0
,0,1,2,1,0,0,6,2,0,0,0,0,2,3,0,0,0,0,0,1,0,2,2,0
TRUE,0,0,2.4707,2.8238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,1,3,0,0,1,0,0,0,0,0,0,5,0,0,2,0,0,0,0,8,0,0
TRUE,0,0,1.3211,0,0,0,2.6422,0,0,0,0,3,1.3211,2,0,0,0,0,0,0,0,0,0,0
,2,0,2,1,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,2
,1,1,4,1,2,0,3,0,0,1,0,2,0,0,0,1,1,1,0,1,1,0,3,0
TRUE,1,0,1,2,2,0,2.268,0,0,1,0,0,3,1,0,1,1.268,1,0,1,0,1,2,1
,2,0,6,2,0,0,1,1,2,0,0,2,1,6,0,0,0,0,0,0,0,0,0,0
,0,0,6,8,0,0,3,1,0,0,0,0,1,3,0,0,0,0,0,0,0,1,1,0
,0,0,2,3,0,0,2,0,0,0,0,3,4,3,0,0,0,0,0,0,0,3,0,0
TRUE,0,0,1,0,0,0,1.9807,0,0,0,0,1,0,4.942,0,0,3.9614,0,0,0,0,4.942,0,0
TRUE,0,0,2.9663,12.91,0,0,1.9775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9775,0,0
TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0
,0,0,0,1.1644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRUE,0,0,0,1.484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRUE,1,0,3,2,0,0,0,0,3,0,0,3,1,4,0,0,0,0,0,0,0,0,2,0
,0,0,4,3,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,3,0
TRUE,0,0,1.7903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRUE,0,0,1.973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1,1,1,1,2,0,2,2,0,1,1,1,0,1,1,1,2,1,0,1,0,1,1,1
TRUE,2,0,2,2,1,0,1.9806,1.9806,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1
TRUE,0,0,0,2,2,1.1445,0,1.2891,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0
TRUE,0,1,0,0,0,0,0,2.3535,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0
TRUE,1.8096,0,0,2.7145,0,0,4.5241,4.5241,0,0,0,0,0,0.90482,0,0,0,0,0,0,0,0,0,0
,0,0,7,8,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
TRUE,0,0,0,0,1.1718,0,0,0,0,0,0,0,1.3435,0,0,0,0,0,0,0,0,0,0,0
TRUE,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
TRUE,0,0,0,2,0,0,0,0,0,1.8711,2,2,2,1,1,1,1,1,2,0,1,2,2.7338,0
,2,0,1,0,0,0,2,0,0,0,0,1,3,3,0,1,3,0,0,0,0,2,0,0
,2,0,5,3,0,0,3,0,1,0,0,2,1,3,0,0,0,0,0,1,0,0,1,0
TRUE,0,0,0,6.7921,0,1,0,0.94803,0,0,0,0,0,3.8961,0,0,0,0,0,0,0,1,0,0
,1,0,3,2,0,0,3,0,2,0,0,3,2,3,0,0,0,0,0,0,0,0,1,0
TRUE,0,1,0,1.2784,0,1,0,0,0,0,0,2.2784,2.2784,1,0,0,1,0,1,0,0,0,0,0
TRUE,1,0,2.9926,3.9926,0,0,1,0,0,0,0,3,3,1,0,0,1,0,0,0,0,1,0,0
TRUE,1.8028,0,2.8028,0,0,0,2.9014,0,0,0,0,3.8028,0,3.8028,0,0,0,0,0,0,0,0,0,0
TRUE,2,0,0,1.653,0,0,0,0,0,0,0,0,1.653,0,0,0,0,0,0,0,0,0,0,0
TRUE,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
TRUE,1,0,0,1,0,0,0,0,0,0,1.0976,0,0,0,0,0,0,0,0,0,0,0,0,0
TRUE,2,0,0,0,0,0,0,0,0,0,1.0976,0,0,0,0,0,0,0,0,0,0,0,0,0
TRUE,0,0,0,1.0542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRUE,0,1,1,0,2,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,0
,1,1,3,0,1,0,1,0,0,0,0,1,1,3,0,0,0,0,0,1,0,1,2,0
,0,0,0,1,2,1,2,1,2,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0
TRUE,0,0,0,0,0,0,2.7508,0,1.8754,0,0,1.8754,0,3.456,0,0,0,0,0,0,0,0,0,0
TRUE,2.3536,0,2.3536,1.6768,0,0,1,0,1.6768,0,1,1,0,2.3536,0,0,0,0,0,0,0,0,1,0
,0,0,3,4,0,0,3,0,0,0,0,1,0,1,0,0,3,0,0,0,0,2,0,0
,0,0,4,0,0,0,0,0,0,0,0,2,6,2,0,0,2,0,0,0,0,3,0,0
,0,0,2,2,0,0,3,0,2,0,0,2,0,8,0,0,0,0,0,0,0,0,0,0
TRUE,0,0,0,0,0,0,2.0083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRUE,0,0,3.3501,2.9995,0,0,0,0,0,0,0,0,2.3501,0,0,0,0,0,0,0,0,0,0,0
TRUE,0,0,0,0,0,0,1.5657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRUE,0,0,0,1.2411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRUE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1,0,3,1,0,0,0,0,0,0,0,2,0,1,1,0,2,0,0,1,0,0,0,2
,0,1,2,1,0,0,2,2,0,1,0,0,0,1,0,2,0,0,1,1,1,0,2,0
,0,0,0,0,2,0,3,1,0,2,0,2,0,0,2,0,2,0,0,1,0,0,0,2
TRUE,2,1,4,2,0,0,2.9782,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0
,1,0,1,2,0,0,1,0,3,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0
,1,0,1,2,0,0,0,0,2,0,3,3,0,2,1,2,0,0,0,0,0,0,0,0
TRUE,3.9688,0,1,2.9376,0,0,0,0,0,0,0,1.9688,0,3,0,0,0,0,0,0,0,0,0,0
,0,0,3,3,0,0,4,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,2,0
,0,0,2,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
TRUE,0,0,0,0,1.6526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6526,0,0,0,0
,0,0,3,2,0,0,0,0,0,0,0,0,4,2,0,0,4,0,0,0,0,3,0,0
TRUE,0,0,2.6306,2.2612,0,0,0,0,0,0,0,2.6306,0,2.2612,0,0,0,0,0,0,0,0,0,0
TRUE,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,1,2,1,0,3,0,0,0,2,1,1,0,0,0,1,1,0,1,0,1,1,1,1,1
,2,0,1,3,1,0,0,0,0,1,0,1,2,1,0,2,0,0,0,0,0,0,2,0
TRUE,0,0,2.7652,2.7652,0,0,1.7652,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0
TRUE,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0
,1,0,2,2,0,0,0,0,2,0,0,2,2,2,0,1,0,0,0,0,0,0,2,0
,2,0,1,1,0,0,2,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0
TRUE,0,0,2.5972,2,0,0,1,0,1,0,0,2,0,5.1557,0,0,0,0,0,0,0,0,1,0
,0,0,1,2,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,5,2,0
,0,0,0,3,0,0,3,0,3,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0
TRUE,0,0,0,2.5143,0,0,0,0,0,0,0,0,2.2386,0,0,0,0,0,0,0,0,3.1843,0,0
TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
TRUE,1.256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRUE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0
TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
,0,0,3,2,0,0,4,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,2,0
TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6515,0,0,2.5143,0,0,0,0,0,0,0
TRUE,0,0,0,1,0,0,0,0,0,0,0,0,0,1.9503,0,0,0,0,0,0,0,0,0,0
TRUE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
TRUE,2.0923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0
,1,2,0,0,3,0,0,0,0,1,1,0,0,0,1,1,1,1,2,1,1,1,0,1
,0,0,1,2,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
,0,1,0,0,0,3,2,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
,1,0,1,4,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,2,1,0
,0,0,0,2,0,0,3,2,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
TRUE,1.9106,0,1,3.6422,0,0,2.8211,0.91056,0,0,0,1.9106,0,1.8211,0,0,0,0,0,0,0,0,0,0
TRUE,0,1,1.9998,3.9995,0,0,3.9998,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
TRUE,0.98927,0,1,0.98927,0,0,0,0,0,0,0,1.9893,1.9893,2.9785,0,0,1,0,0,0,0,1,0,0
TRUE,1,0,2.8699,1.9566,0.95665,0,3.8266,0,0,0,0,1.9566,0,0,0,0,0,0,0,0,0,0,0,0
TRUE,0,0,3,0,0,0,2.5,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0
TRUE,0,0,0,1.8433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRUE,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
TRUE,0,0,0,0,0,0,0,0,0,0,0,0,1.2121,1.1061,0,0,1.1061,0,0,0,0,0,0,0
TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,1.166,0,0,0,0,0,0,0,0,0,0
,0,1,0,0,2,0,0,0,0,2,0,0,0,0,1,1,1,1,1,0,1,0,1,1
TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
TRUE,0,0,1.9129,1.9129,0,0,0,0,0,0,0,1,0,1.9129,0,0,1,0,0,0,0,0,0,0
,1,0,3,4,0,0,1,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0
TRUE,0,0,2.8287,3.743,0,0,0,0,0,0,0,1.9143,0,1.9143,0,0,0,0,0,0,0,0,0,0
TRUE,0,0,2,4,0,0,0,0,3,0,0,1.9439,0,3,0,0,0,0,0,0,0,0,1,0
TRUE,0,0,2,4.9957,0,0,1.9978,0,0,0,0,1,0,2.9978,0,0,0,0,0,0,0,0,1,0
TRUE,0,0,0,0,0,0,1,0,0,0,0,0,0,1.3295,0,0,0,0,0,0,0,0,0,0
TRUE,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRUE,0,0,0,0,0,0,0,0,0,0,0,0,1.4185,0,0,1,0,0,0,0,0,0,0,0
TRUE,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRUE,0,0,4.9416,5.319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRUE,0,0,1.2087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1,0,0,1,0,0,2,2,0,0,0,1,1,2,0,1,0,0,0,0,0,1,0,0
TRUE,1,0,2,2,0,0,1.8914,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0
TRUE,0,0,1.8324,1.9162,0,0,0,0,0,0,0,0,0,1.8324,0,0,0,0,0,0,0,1.8324,0,0
TRUE,0,0,1.936,1.936,0,0,1,0,0,0,0,0,0,1.936,0,0,0,0,0,0,0,0,0,0
,0,0,2,1,0,0,2,0,2,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0
,0,0,4,1,0,0,2,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
TRUE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRUE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1
TRUE,1,0,0,1.1666,1,0,2.4234,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,2
TRUE,0,0,3,2,0,0,0,0,0,0,0,3.6181,0,1.6181,0,0,0,0,0,0,0,0,0,0
TRUE,0,0,0.99382,1.9938,0,0,2.9938,0,0,0,0,2.9876,0,1.9938,0,0,0,0,0,0,0,0,0,0
,0,0,2,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
TRUE,0,0,0.99807,3.9981,0,0,1.9981,0,0,0,0,1.9981,0,3,0,0,0,0,0,0,0,0,0,0
TRUE,0,0,0,3.3086,0,0,0,0,0,0,0,0,0,3.3086,0,0,0,0,0,0,0,3.3086,0,0
TRUE,0,0,2.6142,9.7139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1,0,1,1,2,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0
TRUE,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
,1,0,2,0,0,0,0,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0
,0,0,2,0,0,0,1,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,1,0
,0,0,1,0,0,0,2,0,2,0,0,2,0,3,0,0,0,0,0,0,0,0,1,0
TRUE,0,0,1,2,0,0,2,0,0,0,0,0,0,2.9932,0,0,0,0,0,0,0,0,0,0
,1,0,1,2,0,0,0,0,2,0,0,2,2,3,0,0,0,0,0,0,0,0,0,0
,0,0,0,3,0,0,3,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0
TRUE,0,0,1.9844,1.9844,0,0,0,0,0,0,0,0.98443,0,2.9844,0,0,0,0,0,0,0,0,0,0
,0,0,3,3,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0
,0,0,3,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
TRUE,0,0,2.14,0,0,0,0,0,0,0,0,0,0,3.8533,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRUE,0,0,0,0,0,0,0,0,0,0,0,1.399,0,0,0,0,0,0,0,0,0,0,0,0
TRUE,0,0,0,0,0,0,0,0,0,0,0,0,1.1835,0,0,0,0,0,0,0,0,0,0,0
,0,0,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0
,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
TRUE,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0
,0,0,1,2,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
,0,0,2,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,2,0,0
TRUE,0,0,2.9758,1.9758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,5,2,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
,0,0,1,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,1,0,0
TRUE,0,0,2.7172,2.7172,0,0,0,0,0,0,0,0,0,1.8115,0,0,0,0,0,0,0,0,0,0
,0,0,3,1,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
TRUE,0,0,1.9959,3.899,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7388,0,0,0,0,0,0,0,0,0,0
TRUE,0,0,0,0,0,0,0,0,7.9855,0,0,0,3.9927,0,0,0,0,0,0,0,0,0,0,0
TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1334,0,0,0,0,0,0,0,0,0,0
,0,0,1,1,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,1,0,0
,0,2,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0
,1,0,2,2,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
,0,0,0,1,1,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0
,1,2,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,1
,0,0,0,1,0,0,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0
,0,0,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1
,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1,0,2,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0
,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
TRUE,0.96697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
TRUE,0,0,0,1,0,0,1.4902,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
,0,0,1,2,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0
TRUE,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRUE,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0
,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0
,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,2,1,0
TRUE,0,0,1.9471,1,0,0,1.9471,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0
,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,1,0,0,0,0,0,0,0
TRUE,0,0,1,0,0,0,0,0,1,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0
,0,0,2,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0
